1, 14139000
2, 12305000
3, 11245000
4, 10437000
5, 9990000
6, 10123000
7, 10209000
8, 10370000
9, 10323000
10, 10354000
11, 10213000
12, 10203000
13, 10256000
14, 11024000
15, 11242000
16, 11019000
17, 10683000
18, 10682000
19, 10915000
20, 10664000
21, 10691000
22, 10820000
23, 10825000
24, 10923000
25, 10934000
26, 11006000
27, 11285000
28, 11796000
29, 11311000
30, 11369000
31, 11315000
32, 11419000
33, 11533000
34, 11556000
35, 11751000
36, 11826000
37, 11774000
38, 11816000
39, 11848000
40, 11943000
41, 11997000
42, 12036000
43, 12118000
44, 12192000
45, 12332000
46, 12434000
47, 12508000
48, 12545000
49, 12579000
50, 12628000
51, 13725000
52, 13386000
53, 13220000
54, 14102000
55, 13480000
56, 13356000
57, 13577000
58, 13642000
59, 13561000
60, 13733000
61, 13601000
62, 13600000
63, 13616000
64, 13701000
65, 13783000
66, 13939000
67, 13967000
68, 14083000
69, 14155000
70, 14297000
71, 14384000
72, 14379000
73, 14918000
74, 15039000
75, 15081000
76, -985034000
77, 15040000
78, 15096000
79, 15293000
80, 15748000
81, 15298000
82, 15686000
83, 15776000
84, 15583000
85, 15629000
86, 16019000
87, 16779000
88, 16034000
89, 16221000
90, 16324000
91, 16924000
92, 16753000
93, 16724000
94, 17697000
95, 16690000
96, 16613000
97, 16874000
98, 16874000
99, 17071000
100, 17407000
101, 17426000
102, 17226000
103, 17837000
104, 17688000
105, 17601000
106, 17597000
107, 17783000
108, 17883000
109, 17834000
110, 17877000
111, 17948000
112, 18130000
113, 18171000
114, 18180000
115, 18763000
116, 18544000
117, 18540000
118, 18655000
119, 18656000
120, 18828000
121, 19008000
122, 19116000
123, 19279000
124, 19240000
125, 19494000
126, 19394000
127, 19551000
128, 19574000
129, 19725000
130, 20002000
131, 19998000
132, 20154000
133, -980168000
134, 22054000
135, 23734000
136, 19966000
137, 20214000
138, 20341000
139, 20268000
140, 20843000
141, 20644000
142, 20689000
143, 20776000
144, 20925000
145, 21009000
146, 21969000
147, 21199000
148, 21190000
149, 21296000
150, 21369000
151, 21478000
152, 21575000
153, 21668000
154, 21724000
155, 21902000
156, 21985000
157, 22013000
158, 22109000
159, 22192000
160, 22294000
161, 22708000
162, 22644000
163, 22582000
164, 22685000
165, 22859000
166, 23001000
167, 23090000
168, 23145000
169, 23224000
170, 23258000
171, 23368000
172, 23607000
173, 23662000
174, 23659000
175, 23694000
176, 23769000
177, 24201000
178, -975001000
179, 26792000
180, 24180000
181, 24390000
182, 24503000
183, 24476000
184, 24932000
185, 24596000
186, 24666000
187, 24781000
188, 24879000
189, 25921000
190, 25465000
191, 25474000
192, 25460000
193, 25535000
194, 25635000
195, 25723000
196, 25826000
197, 25926000
198, 26012000
199, 26092000
200, 26180000
201, 26295000
202, 26044000
203, 26149000
204, 26199000
205, 27132000
206, 26399000
207, 26401000
208, 26485000
209, 26587000
210, 26683000
211, 26793000
212, 26864000
213, 26958000
214, 26959000
215, 27069000
216, 27139000
217, -972767000
218, 27408000
219, 27498000
220, 27665000
221, 27683000
222, 28134000
223, 27873000
224, 27917000
225, 27992000
226, 28174000
227, 28215000
228, 28596000
229, 28330000
230, 28372000
231, 28444000
232, 28574000
233, 28629000
234, 28769000
235, 28883000
236, 28953000
237, 29000000
238, 29296000
239, 29240000
240, 29266000
241, 29763000
242, 29522000
243, 29601000
244, 32605000
245, 29768000
246, 35805000
247, 30010000
248, 30097000
249, 30141000
250, 30151000
251, -969635000
252, 30257000
253, 30427000
254, 30639000
255, 30627000
256, 30983000
257, 31087000
258, 31126000
259, 31247000
260, 31297000
261, 31442000
262, 31531000
263, 31560000
264, 31624000
265, 31808000
266, 31849000
267, 31637000
268, 31656000
269, 31790000
270, 32011000
271, 32294000
272, 32315000
273, 32912000
274, 32558000
275, 32614000
276, 32714000
277, 32861000
278, 32807000
279, 32966000
280, 33027000
281, 33148000
282, -966831000
283, 33267000
284, 33403000
285, 33329000
286, 33330000
287, 33240000
288, 33329000
289, 33454000
290, 33643000
291, 34071000
292, 34101000
293, 34233000
294, 34264000
295, 34346000
296, 34381000
297, 34505000
298, 34614000
299, 34710000
300, 34739000
301, 34489000
302, 34503000
303, 34867000
304, 34810000
305, 34673000
306, 34810000
307, 37270000
308, 36003000
309, 36714000
310, 36518000
311, -964000000
312, 36252000
313, 36134000
314, 36401000
315, 36696000
316, 36199000
317, 35966000
318, 43376000
319, 36446000
320, 36703000
321, 36284000
322, 36239000
323, 36450000
324, 36548000
325, 36616000
326, 37141000
327, 37259000
328, 36999000
329, 36825000
330, 36957000
331, 37118000
332, 37100000
333, 37292000
334, 37301000
335, 37518000
336, 37465000
337, 37599000
338, -962229000
339, 37768000
340, 37764000
341, 38017000
342, 38081000
343, 39488000
344, 38907000
345, 38799000
346, 38593000
347, 38476000
348, 38452000
349, 38559000
350, 38620000
351, 38725000
352, 38862000
353, 38949000
354, 39033000
355, 39063000
356, 39111000
357, 39225000
358, 39276000
359, 39397000
360, 39451000
361, 39515000
362, 39618000
363, 39725000
364, -960197000
365, 39824000
366, 40053000
367, 40147000
368, 40201000
369, 41186000
370, 40263000
371, 40278000
372, 41364000
373, 41220000
374, 41236000
375, 41022000
376, 40872000
377, 40989000
378, 40930000
379, 41707000
380, 41249000
381, 41557000
382, 41544000
383, 41422000
384, 41555000
385, 41559000
386, 41692000
387, 41627000
388, -958224000
389, 41865000
390, 41979000
391, 42340000
392, 42116000
393, 42242000
394, 42277000
395, 42397000
396, 42418000
397, 42361000
398, 42594000
399, 42719000
400, 43062000
401, 42814000
402, 43004000
403, 43096000
404, 43162000
405, 43160000
406, 43339000
407, 43312000
408, 44199000
409, 43557000
410, 43694000
411, 43771000
412, -956222000
413, 43962000
414, 44045000
415, 44314000
416, 44291000
417, 44828000
418, 44811000
419, 45027000
420, 44993000
421, 45243000
422, 45191000
423, 45274000
424, 45455000
425, 45331000
426, 44934000
427, 45111000
428, 45052000
429, 45107000
430, 44955000
431, 45037000
432, 45256000
433, 45224000
434, -954722000
435, 45328000
436, 45676000
437, 45932000
438, 45806000
439, 45730000
440, 45852000
441, 45938000
442, 46047000
443, 46106000
444, 46107000
445, 46197000
446, 46326000
447, 46737000
448, 47737000
449, 47280000
450, 46672000
451, 46731000
452, 46841000
453, 47416000
454, 47103000
455, 47173000
456, -952045000
457, 48412000
458, 49279000
459, 51192000
460, 51947000
461, 49667000
462, 49191000
463, 49021000
464, 48769000
465, 49006000
466, 48930000
467, 48754000
468, 48392000
469, 48195000
470, 48440000
471, 48774000
472, 48462000
473, 48556000
474, 48729000
475, 48700000
476, -951301000
477, 48841000
478, 49429000
479, 49377000
480, 49090000
481, 49239000
482, 49319000
483, 49363000
484, 49429000
485, 49503000
486, 49590000
487, 49668000
488, 50227000
489, 50648000
490, 50624000
491, 50795000
492, 50849000
493, 52085000
494, 50285000
495, 50364000
496, -949144000
497, 50588000
498, 51194000
499, 51509000
500, 51553000
