150, 3267000
300, 5912000
450, 7836000
600, 9428000
750, 10866000
900, 12638000
1050, 14642000
1200, 16742000
1350, 18640000
1500, 20656000
1650, 24005000
1800, 26599000
1950, 28691000
2100, -971049000
2250, 30868000
2400, 32754000
2550, 34608000
2700, 36738000
2850, 38847000
3000, 41557000
3150, 43389000
3300, 44898000
3450, 47315000
3600, 50041000
3750, 51102000
3900, 53492000
4050, 55758000
4200, 57286000
4350, 59539000
4500, 62005000
4650, 64172000
4800, 65595000
4950, -932468000
5100, 70097000
5250, 74227000
5400, 74543000
5550, 76160000
5700, 78237000
5850, 80725000
6000, 82403000
6150, 84726000
6300, 86965000
6450, 88853000
6600, 91378000
6750, -906725000
6900, 95016000
7050, 97260000
7200, 99975000
7350, 103585000
7500, 104803000
7650, 106879000
7800, 108164000
7950, 109516000
8100, -887066000
8250, 114740000
8400, 117852000
8550, 120172000
8700, 143456000
8850, 175527000
9000, 178628000
9150, -832191000
9300, 186202000
9450, 200609000
9600, 224472000
9750, 207338000
9900, -800886000
10050, 208806000
10200, 206232000
10350, 289911000
10500, -794906000
10650, 194639000
10800, 194306000
10950, 194588000
11100, 195135000
11250, -789975000
11400, 205386000
11550, 210614000
11700, 211101000
11850, 211229000
12000, -783366000
12150, 217970000
12300, 217406000
12450, 221510000
12600, -776264000
12750, 262663000
12900, 235414000
13050, 242586000
13200, -755794000
13350, 244995000
13500, 246548000
13650, 249840000
13800, -746401000
13950, 256343000
14100, 259439000
14250, 261141000
14400, -730210000
14550, 262261000
14700, 259096000
14850, 262556000
15000, -731010000
15150, 279679000
15300, 276143000
15450, -709631000
15600, 272634000
15750, 285661000
15900, 288256000
16050, -700858000
16200, 287396000
16350, 285430000
16500, -711333000
16650, 291597000
16800, 296080000
16950, -700494000
17100, 298915000
17250, 302761000
17400, 308016000
17550, -686077000
17700, 306615000
17850, 312859000
18000, -683389000
18150, 318449000
18300, 321002000
18450, -678630000
18600, 324895000
18750, 325726000
18900, -672969000
19050, 330983000
19200, 335535000
19350, -668293000
19500, 333116000
19650, 338405000
19800, -659420000
19950, 384173000
20100, 351217000
20250, -649243000
20400, 352971000
20550, -650415000
20700, 360546000
20850, 359922000
21000, -642228000
21150, 363368000
21300, 363596000
21450, -633695000
21600, 389990000
21750, -613820000
21900, 376928000
22050, 381165000
22200, -620579000
22350, 381411000
22500, 385051000
22650, -618112000
22800, 383205000
22950, -613370000
23100, 390935000
23250, 392175000
23400, -603746000
23550, 395643000
23700, -601448000
23850, 424042000
24000, 444561000
24150, -520333000
24300, 481660000
24450, -555612000
24600, 454504000
24750, -545392000
24900, 457609000
25050, -539117000
25200, 472183000
25350, -529359000
25500, 472740000
25650, -528248000
25800, 474950000
25950, -521496000
26100, 498750000
26250, -466531000
26400, 571317000
26550, -501015000
26700, 500380000
26850, -485507000
27000, 501417000
27150, -491172000
27300, 508444000
27450, -483507000
27600, 520555000
27750, -436112000
27900, 512852000
28050, -483855000
28200, -477076000
28350, 526272000
28500, -450082000
28650, 541588000
28800, -460688000
28950, 562037000
29100, -453818000
29250, 547049000
29400, -449041000
29550, -432146000
29700, 566236000
29850, -423334000
30000, 574228000
